NCO_name,concept_id,concept_name
Hypothyroidism,4095912,Hypothyroidism resulting from para-aminosalicylic acid
Hypothyroidism,4095913,Hypothyroidism resulting from phenylbutazone
Hypothyroidism,4095914,Hypothyroidism resulting from resorcinol
Hypothyroidism,4099205,Irradiation hypothyroidism
Hypothyroidism,4099644,Premature puberty due to hypothyroidism
Hypothyroidism,4101898,Myasthenic syndrome due to hypothyroidism
Hypothyroidism,4104540,Transient hypothyroidism
Hypothyroidism,4130017,Congenital hypothyroidism without goiter
Hypothyroidism,4130018,Hypothyroidism due to Hashimoto's thyroiditis
Hypothyroidism,4130027,Subclinical iodine deficiency hypothyroidism
Hypothyroidism,4129369,Hypothyroidism due to iodide trapping defect
Hypothyroidism,4132435,Central hypothyroidism
Hypothyroidism,4147364,Hypothyroidism due to infiltrative disease
Hypothyroidism,4172443,Hypothyroidism due to food stuff
Hypothyroidism,4173188,Transient neonatal hypothyroidism
Hypothyroidism,4175837,Hypothyroidism due to cystinosis
Hypothyroidism,4176015,Hypothyroidism in pregnancy
Hypothyroidism,4183422,Subclinical hypothyroidism
Hypothyroidism,4185526,Athyrotic hypothyroidism sequence
Hypothyroidism,4192649,Hypothyroidism due to fibrous invasive thyroiditis
Hypothyroidism,4210299,Hypothyroidism due to defect in thyroid hormone synthesis
Hypothyroidism,4220368,Secondary hypothyroidism
Hypothyroidism,4223217,Severe hypothyroidism
Hypothyroidism,4231548,Hypothyroidism following radioiodine therapy
Hypothyroidism,4236858,Infant hypothyroidism
Hypothyroidism,4236859,Infant hypothyroidism to 24 months of age
Hypothyroidism,4245619,Hypothyroidism due to amyloidosis
Hypothyroidism,4268472,Hypothyroidism due to systemic sclerosis
Hypothyroidism,4289921,Hypothyroidism due to iodide excess
Hypothyroidism,4291925,Hypothalamic hypothyroidism
Hypothyroidism,4296343,Hypertrichosis in hypothyroidism
Hypothyroidism,4303055,Hypothyroidism due to sarcoidosis
Hypothyroidism,4309027,Idiopathic atrophic hypothyroidism
Hypothyroidism,36674793,Genetic transient congenital hypothyroidism
Hypothyroidism,36675175,X-linked central congenital hypothyroidism with late-onset testicular enlargement
Hypothyroidism,36713742,Congenital hypothyroidism due to absence of thyroid gland
Hypothyroidism,36716764,Congenital central hypothyroidism
Hypothyroidism,36716765,Congenital hypothyroidism due to iodine deficiency
Hypothyroidism,36717199,"Obesity, colitis, hypothyroidism, cardiac hypertrophy, developmental delay syndrome"
Hypothyroidism,36717595,Acquired central hypothyroidism
Hypothyroidism,37016342,Hypothyroidism caused by drug
Hypothyroidism,37016177,Cerebral degeneration due to hypothyroidism
Hypothyroidism,37110062,"Neonatal diabetes, congenital hypothyroidism, congenital glaucoma, hepatic fibrosis, polycystic kidney syndrome"
Hypothyroidism,37110922,Congenital central hypothyroidism due to thyrotropin-releasing hormone receptor deficiency
Hypothyroidism,37204507,Congenital hypothyroidism due to maternal intake of antithyroid drug
Hypothyroidism,37208050,Hypothyroidism caused by amiodarone
Hypothyroidism,37397258,Congenital hypothyroidism due to transplacental passage of maternal thyroid stimulating hormone binding inhibitory antibody
Hypothyroidism,37397535,Hypothyroidism due to mutation in transcription factor of pituitary development
Hypothyroidism,37399723,Idiopathic congenital hypothyroidism
Hypothyroidism,40609121,Primary hypothyroidism
Hypothyroidism,44782482,Infant hypothyroidism due to maternal drug
Hypothyroidism,44796355,Congenital hypothyroidism not screened for or screening incomplete
Hypothyroidism,45757058,Hypothyroidism due to thyroiditis
Hypothyroidism,45757193,Hypothyroidism in childbirth
Hypothyroidism,46284526,"Congenital hypothyroidism screening, too young for reliable screening"
Hypothyroidism,46284527,"Congenital hypothyroidism screening, sample taken too soon after blood transfusion (less than 72 hours)"
Hypothyroidism,46284528,"Congenital hypothyroidism screening, insufficient sample"
Hypothyroidism,46284529,"Congenital hypothyroidism screening, unsuitable sample (blood quality): incorrect blood application"
Hypothyroidism,46284530,"Congenital hypothyroidism screening, unsuitable sample (blood quality): compressed/damaged"
Hypothyroidism,46284531,"Congenital hypothyroidism screening, unsuitable sample: day 0 and day 5 on same card"
Hypothyroidism,46284532,"Congenital hypothyroidism screening, unsuitable sample: NHS number missing/not accurately recorded"
Hypothyroidism,46284533,"Congenital hypothyroidism screening, unsuitable sample: date of sample missing/not accurately recorded"
Hypothyroidism,46284534,"Congenital hypothyroidism screening, unsuitable sample: date of birth not accurately matched"
Hypothyroidism,46284535,"Congenital hypothyroidism screening, unsuitable sample: expired card used"
Hypothyroidism,46284536,"Congenital hypothyroidism screening, unsuitable sample: damaged in transit"
Hypothyroidism,46284537,"Congenital hypothyroidism screening, too premature for testing"
Hypothyroidism,46284539,"Congenital hypothyroidism screening, borderline result"
Hypothyroidism,46284540,"Congenital hypothyroidism not screened for or screening incomplete, moved out of area"
Hypothyroidism,46284541,"Congenital hypothyroidism not screened for or screening incomplete, not contactable, reasonable efforts made"
Hypothyroidism,46284542,"Congenital hypothyroidism not screened for or screening incomplete, baby died"
Hypothyroidism,46284543,"Congenital hypothyroidism not screened for or screening incomplete, not required, previous valid result"
Hypothyroidism,46286973,Congenital hypothyroidism screening related finding
Hypothyroidism,46286986,"Congenital hypothyroidism screening, unsuitable sample: more than 14 days in transit, too old for analysis"
Hypothyroidism,46287168,"Congenital hypothyroidism not screened for or screening incomplete: over 1 year old, too old for screening"
Hypothyroidism,4006466,Refetoff syndrome
Hypothyroidism,4076302,Iodotyrosine deiodination defect
Hypothyroidism,4232833,Pituitary thyroid hormone resistance
Hypothyroidism,4129371,Congenital iodine deficiency syndrome - neurological type
Hypothyroidism,4225129,Sporadic cretinism
Hypothyroidism,36716385,Bamforth Lazarus syndrome
Hypothyroidism,4177341,Thyroid hormone responsiveness defect
Hypothyroidism,4233438,Endemic congenital iodine deficiency syndrome of myxedematous type
Hypothyroidism,4246944,Congenital malposition of the thyroid gland
Hypothyroidism,4202818,Iodide oxidation defect
Hypothyroidism,4130024,Generalized thyroid hormone resistance
Hypothyroidism,4130026,Congenital iodine deficiency syndrome - mixed type
Hypothyroidism,37397534,Peripheral resistance to thyroid hormone
Hypothyroidism,4275410,Myxedematous form of cretinism
Hypothyroidism,44783239,"Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant"
Hypothyroidism,4030054,Thyroid hormone resistance syndrome
Hypothyroidism,4269217,Thyroglobulin synthesis defect
Hypothyroidism,4052693,Iodotyrosyl coupling defect
Hypothyroidism,4236235,Thyrotoxicosis due to pituitary thyroid hormone resistance
Hypothyroidism,4331585,Iodide transport defect
Hypothyroidism,4327330,Endemic cretinism
Hypothyroidism,37397527,Familial thyroid dyshormonogenesis
Hypothyroidism,35622406,Short stature with delayed bone age due to thyroid hormone metabolism deficiency
Hypothyroidism,4028612,Juvenile myxedema
Hypothyroidism,4129362,Euthyroid with thyroid antibodies
Hypothyroidism,4034814,"Hypothyroid goiter, acquired"
Hypothyroidism,4091169,Transient decreased production of T>4<
Hypothyroidism,4184957,Adult myxedema
Hypothyroidism,4173932,Transient decreased production of T>3<
Hypothyroidism,36676796,Neonatal iodine exposure
Hypothyroidism,4079964,Transient hypothyrotropinemia
Hypothyroidism,4034983,Idiopathic TSH deficiency
Hypothyroidism,37396504,Hoffman syndrome
Hypothyroidism,4230503,Isolated thyrotropin deficiency
Hypothyroidism,4314386,Hypothyroid dwarfism
Hypothyroidism,4182596,Myxedema
Hypothyroidism,4263049,Myxedema heart disease
Hypothyroidism,3043555,Hypothyroidism [Minimum Data Set]
Hypothyroidism,4058708,H/O: hypothyroidism
Hypothyroidism,4114014,FH: Hypothyroidism
Hypothyroidism,4167208,Hypothyroidism monitoring verbal invite
Hypothyroidism,4178318,Congenital hypothyroidism screening declined
Hypothyroidism,4188170,Hypothyroidism monitoring invitation
Hypothyroidism,4188171,Hypothyroidism monitoring second letter
Hypothyroidism,4188172,Hypothyroidism monitoring third letter
Hypothyroidism,4214419,Hypothyroidism monitoring first letter
Hypothyroidism,4324179,Congenital hypothyroidism not suspected
Hypothyroidism,4323043,Suspected congenital hypothyroidism
Hypothyroidism,40760816,Congenital hypothyroidism newborn screening comment-discussion
Hypothyroidism,43021374,Suspected hypothyroidism
Hypothyroidism,44789586,Hypothyroidism review
Hypothyroidism,44790909,Hypothyroidism monitoring telephone invitation
Hypothyroidism,44793466,"Newborn blood spot screening programme, congenital hypothyroidism repeat screening with further sample required"
Hypothyroidism,44793471,"Newborn blood spot screening programme, congenital hypothyroidism not suspected and other disorders follow up required"
Hypothyroidism,44792300,Hypothyroidism annual review
Hypothyroidism,46284499,"Congenital hypothyroidism screening declined, screened in UK (as reported by parents) with no evidence of result"
Hypothyroidism,46284500,"Congenital hypothyroidism screening declined, screened outside UK with evidence of result"
Hypothyroidism,46284501,"Congenital hypothyroidism screening declined, screened outside UK with no evidence of result"
Hypothyroidism,46286980,"Congenital hypothyroidism screening declined, no history of being screened"
Hypothyroidism,4268283,Congenital hypothyroidism screening test
Hypothyroidism,3050662,Congenital hypothyroidism newborn screen interpretation
Hypothyroidism,37392581,Congenital hypothyroidism screening test
Rectal hemorrhage,4026112,Rectal hemorrhage
Rectal hemorrhage,4048286,Neonatal rectal hemorrhage
Rectal hemorrhage,4048602,Perinatal rectal hemorrhage
Rectal hemorrhage,46269841,Rectal hemorrhage due to chronic ulcerative pancolitis
Rectal hemorrhage,46269847,Rectal hemorrhage due to chronic ulcerative proctitis
Rectal hemorrhage,46269851,Rectal hemorrhage due to chronic ulcerative rectosigmoiditis
Rectal hemorrhage,46269863,Rectal hemorrhage due to inflammatory polyps of colon
Rectal hemorrhage,46269877,Rectal hemorrhage due to Crohn's disease of large intestine
Rectal hemorrhage,46269882,Rectal hemorrhage due to Crohn's disease of small and large intestines
Rectal hemorrhage,46269887,Rectal hemorrhage due to Crohn's disease of small intestine
Rectal hemorrhage,46269891,Rectal hemorrhage due to Crohn's disease
Rectal hemorrhage,46273478,Rectal hemorrhage due to ulcerative colitis
Rectal hemorrhage,4096781,Rectal hematoma
Rectal hemorrhage,197925,Hemorrhage of rectum and anus
Rectal hemorrhage,4322061,Hemorrhagic proctitis
Rectal hemorrhage,36717494,Acute hemorrhagic ulcer of rectum
Rectal hemorrhage,4056795,Rectal packing for hemorrhage
Rectal hemorrhage,43021552,Suture plication of artery for control of rectal hemorrhage
Rectal hemorrhage,43021712,Suture plication of artery by transanal approach for control of anorectal hemorrhage
Foot pain,759910,Pain of joint of right foot
Foot pain,762291,Pain of toe of left foot
Foot pain,762294,Pain in right foot
Foot pain,762298,Pain of toe of right foot
Foot pain,765131,Pain in left foot
Foot pain,765269,Pain of joint of left foot
Foot pain,4100451,Foot joint - painful on movement
Foot pain,4150761,Foot joint pain
Foot pain,4169905,Foot pain
Foot pain,35610078,Painful and cold foot
Foot pain,36712824,Bilateral foot joint pain
Foot pain,37018718,Ischemic foot pain at rest
Foot pain,37019069,Ischemic foot pain when walking
Foot pain,37108973,Chronic pain of right foot
Foot pain,37108974,Chronic pain of left foot
Foot pain,42536258,Complex regional pain syndrome of foot
Foot pain,761197,Pain of toes of bilateral feet
Foot pain,761157,Pain in both feet
Foot pain,37312352,Repetitive motion disorder of right foot
Foot pain,762187,Repetitive strain injury of right foot
Foot pain,760924,Bilateral metatarsalgia
Foot pain,36687087,Bilateral chronic pain of feet
Foot pain,37312353,Repetitive motion disorder of left foot
Foot pain,762184,Repetitive strain injury of left foot
Foot pain,4102558,Subtalar joint painful on movement
Foot pain,4103634,Toe joint painful on movement
Foot pain,4116283,Lesser metatarsophalangeal joint pain
Foot pain,4116169,Talonavicular joint pain
Foot pain,4150762,Metatarsophalangeal joint pain
Foot pain,4115369,Subtalar joint pain
Foot pain,4117901,Interphalangeal joint of toe pain
Foot pain,4117729,First metatarsophalangeal joint pain
Foot pain,46271950,Painful os peroneum syndrome
Foot pain,4148964,C/O - pain in hallux
Foot pain,765205,Bilateral heel pain
Foot pain,4148963,C/O - pain in toe
Foot pain,4196665,Painful piezogenic pedal papules
Foot pain,4111231,Pain in toe
Foot pain,4339111,Posterior heel pain
Foot pain,45767312,Tarsalgia
Foot pain,765394,Metatarsalgia of left foot
Foot pain,759911,Pain in right heel
Foot pain,4263120,Burning feet
Foot pain,759912,Pain of left heel
Foot pain,4265786,Plantar heel pain
Foot pain,4002956,Metatarsalgia
Foot pain,4303651,Pain in hallux
Foot pain,762284,Metatarsalgia of right foot
Foot pain,4099171,Heel pain
Foot pain,4126064,Myalgia/myositis - ankle/foot
Foot pain,40493271,Manchester foot pain and disability index score
Foot pain,40485947,Assessment using Manchester foot pain and disability index
Foot pain,40493274,Manchester foot pain and disability index
Urinary incontinence,195079,Functional urinary incontinence
Urinary incontinence,197672,Urinary incontinence
Urinary incontinence,443524,Mixed urinary incontinence
Urinary incontinence,1340492,Exacerbation of urinary incontinence
Urinary incontinence,4032443,Dependency urinary incontinence
Urinary incontinence,4032444,Psychogenic urinary incontinence
Urinary incontinence,4032530,Total urinary incontinence
Urinary incontinence,4126278,Postural urinary incontinence
Urinary incontinence,4153667,Urinary incontinence due to urethral sphincter incompetence
Urinary incontinence,4172646,Urinary incontinence of non-organic origin
Urinary incontinence,37119132,Urinary incontinence co-occurrent and due to prolapse of female genital organ
Urinary incontinence,37208161,Daily urinary incontinence
